"n_killed","n_injured","n_guns_involved","cluster","n_subject_suspect","teens_involved","victim_age","drug_involved","gang_involved","bar","home_invasion","school","drive_by","month","weekday"
2,1,1,3,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,1,1,3,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,2,1,4,1,0,28.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,1,1,2,1,0,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Sun"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Mon"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Mon"
0,1,1,2,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Tue"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jul","Tue"
2,2,1,2,1,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Tue"
1,0,1,1,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Tue"
1,0,1,3,1,0,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Tue"
0,1,1,3,1,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
0,1,1,3,1,0,38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jul","Wed"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,1,1,3,1,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,2,1,4,1,0,26.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jul","Thu"
0,1,1,4,0,0,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,1,1,2,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
1,0,1,2,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
1,0,1,1,3,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,2,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Thu"
0,1,1,4,1,0,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Fri"
0,1,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jul","Fri"
0,1,1,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jul","Fri"
0,1,1,2,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jul","Fri"
0,1,1,3,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,2,2,3,0,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,1,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,1,1,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sat"
1,2,2,3,2,1,18.3333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,2,1,3,0,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sun"
1,4,2,3,2,0,21.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,1,1,4,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sun"
0,1,1,4,1,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,3,1,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,2,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,3,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,0,0,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,2,2,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,2,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
1,0,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,1,1,4,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,2,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,2,1,3,0,0,30.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,2,4,2,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,1,1,4,0,1,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,1,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,0,1,3,0,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,0,1,2,1,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sat"
0,1,1,3,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sun"
0,1,1,3,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,3,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,1,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,2,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,3,1,0,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,2,1,3,1,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,2,1,0,34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Mon"
0,1,1,4,1,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,0,2,2,4,1,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,3,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
1,0,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
0,1,1,3,0,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,1,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
1,0,1,3,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,1,1,3,0,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,1,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
1,0,1,4,1,1,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,4,1,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,0,1,4,0,0,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,4,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
2,0,1,3,1,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,0,1,3,1,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,0,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,1,1,2,1,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,0,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Aug","Sat"
0,1,1,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,2,1,4,0,0,25.5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Aug","Mon"
0,1,1,3,1,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,3,1,4,0,1,15.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,1,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Mon"
0,1,1,4,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,2,3,2,0,33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,4,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
1,0,1,4,1,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,1,1,4,1,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,2,2,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,3,0,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Aug","Thu"
0,1,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
1,0,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
1,1,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,3,0,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,0,1,4,1,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,0,1,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,2,2,3,3,0,22.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,3,0,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,1,1,4,1,0,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,2,1,4,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
1,0,1,3,3,0,34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,1,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sat"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,2,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,0,1,2,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,3,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,1,2,4,1,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,2,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
2,0,2,2,1,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,2,1,3,1,0,52.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,3,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Mon"
0,1,1,3,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
1,2,1,3,2,0,30.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
1,0,1,4,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
1,0,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,2,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Tue"
1,0,1,2,0,0,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
0,1,1,2,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Tue"
1,0,1,4,3,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Wed"
0,1,1,3,0,0,48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
1,0,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
0,1,1,3,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Thu"
1,0,1,2,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,3,1,0,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Fri"
0,2,1,4,0,0,19.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Fri"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,0,1,4,2,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,1,1,3,0,0,31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,0,0,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
1,1,1,3,0,0,31.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Aug","Sat"
1,1,1,4,0,1,16.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sat"
0,1,1,3,0,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,1,1,3,1,0,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
0,2,1,3,0,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Aug","Sun"
1,0,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aug","Mon"
0,1,1,2,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,3,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,4,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,3,0,0,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,2,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,1,1,3,1,0,19.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,2,1,4,1,0,34.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,0,1,3,1,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
2,0,1,3,2,0,33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,0,1,4,1,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,0,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,0,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,2,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Thu"
1,0,1,3,1,0,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
1,0,1,3,1,0,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,3,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Fri"
1,0,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,0,2,2,2,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,0,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,4,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sat"
0,1,1,4,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sat"
1,0,1,2,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,1,2,3,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,2,4,2,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,3,1,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,1,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,3,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,1,1,2,4,1,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,2,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,4,1,4,1,0,28.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,1,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,0,1,2,1,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,4,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Thu"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,3,1,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,2,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,2,1,3,1,0,27.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
1,0,1,2,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,3,1,4,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,4,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
2,0,1,1,1,0,51,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Sep","Fri"
0,1,1,4,1,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,2,1,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,2,3,2,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sep","Sun"
0,2,1,4,1,0,26.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,0,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Sep","Sun"
0,1,1,2,4,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,1,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
0,1,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,3,0,0,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Mon"
1,0,1,3,0,0,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,2,1,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,2,0,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,3,1,4,1,0,24.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
1,0,1,4,1,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,4,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Thu"
0,1,1,4,1,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,2,1,4,1,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Fri"
0,2,1,4,0,0,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
1,0,1,3,2,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Sat"
0,1,1,3,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,2,1,3,0,0,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
1,5,2,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,1,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,3,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Sun"
1,0,1,4,1,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
1,0,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Tue"
0,1,1,3,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
1,0,1,4,1,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sep","Wed"
